Index,Timestamp,lat,long,Obs1_bird_dist,Shoot_bird_dist,Habitat_Primary,Habitat_Under_Dom1,Habitat_Under_Dom2,SocialGroup,Target,TarSpp,Scientific,BirdTree,Alarm_Presence,Alarm_Qty,Alarm_Spp,Alarm_Sex,Alarm_Conspecific,abundance,richness,Angle,Tar_Sex,Proximity,alarm,Audio_React,Flight_dist,Flight_apex,Flight_proximity,Pre_Bird_Height,Forage_Tree_height,Veg_dense_under,Veg_Under_Avg,Veg_under_height,Pre_Bird_Dense,Bird_Dense_Avg,Pre_Vocal,Pre_Behav,Mid_Vocal,Mid_Behav,Post_Vocal,Post_Behav,Freeze_Time_sec,Post_Dist,Post_Bird_Height,Post_Bird_Dense,Post_Dense_Avg,Veg_mid_low,Veg_mid_high,Veg_can_low,Veg_can_high,Rad_01,Rad_02,Rad_03,Rad_04,Rad_05,Rad_06,Rad_07,Rad_08,Rad_09,Rad_10,Rad_10_Avg,flock
450,240621-070340,-12.5290,-69.0154,11,11,Secundario,Heliconias,arboles,solo,1,deme,,,0,0,none,n,0,1,1,na,u,3,,q,6,3,8,4,14,3423,3,1,0110,0.5,q,gl,q,hd,c,vig,0:40,0,4,0110,0.5,3,6,13,21,3,3,2,1,2,2,1,1,1,1,1.7,na
451,240621-072937,-12.5290,-69.0155,9,9,Secundario,Heliconias,arboles,ant,1,phni,,,0,0,none,n,0,6,4,na,u,5,,q,4,5,9,3,6,2312,2,2,0121,1,q,vig,q,fz,s,vig,0:56,0,3,0121,1,4,10,16,25,3,3,2,3,3,3,2,2,1,1,2.3,na
452,240621-072937,-12.5290,-69.0155,9,9,Secundario,Heliconias,arboles,ant,0,phni,,,,,,,,,,na,u,8,,q,4,5,9,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,4,10,16,25,na,na,na,na,na,na,na,na,na,na,0,na
453,240621-072937,-12.5290,-69.0155,9,9,Secundario,Heliconias,arboles,ant,0,deme,,,,,,,,,,na,u,3,,q,4,5,9,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,4,10,16,25,na,na,na,na,na,na,na,na,na,na,0,na
454,240621-072937,-12.5290,-69.0155,9,9,Secundario,Heliconias,arboles,ant,0,myhy,,,,,,,,,,na,m,9,,q,4,5,9,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,4,10,16,25,na,na,na,na,na,na,na,na,na,na,0,na
455,240621-072937,-12.5290,-69.0155,9,9,Secundario,Heliconias,arboles,ant,0,myhy,,,,,,,,,,na,f,8,,q,4,5,9,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,4,10,16,25,na,na,na,na,na,na,na,na,na,na,0,na
456,240621-072937,-12.5290,-69.0155,9,9,Secundario,Heliconias,arboles,ant,0,cyar,,,,,,,,,,na,u,6,,q,4,5,9,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,4,10,16,25,na,na,na,na,na,na,na,na,na,na,0,na
457,240621-083745,-12.5315,-69.0153,14,14,Secundario,Heliconias,Lianas,lek,1,pifa,,,0,0,none,n,0,2,1,na,m,7,,q,7,4,11,2,5,3213,2.25,2,3313,2.5,q,lek,q,fz,q,fz,7:26,0,2,3313,2.5,3,7,16,25,4,3,4,4,1,1,0,0,0,0,1.7,na
458,240621-083745,-12.5315,-69.0153,14,14,Secundario,Heliconias,Lianas,lek,0,pifa,,,,,,,,,,na,m,14,,q,7,4,11,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,3,7,16,25,na,na,na,na,na,na,na,na,na,na,0,na
459,240621-091842,-12.5323,-69.0174,9,9,Secundario,Lianas,Arboles,pair,1,plco,,,0,0,none,n,0,2,1,na,u,3,,q,8,3,10,3,13,1021,1,1,1111,1,s,sally,q,fz,q,sally,0:10,0,3,1111,1,3,8,11,27,1,1,2,1,3,3,1,1,1,1,1.5,na
460,240621-091842,-12.5323,-69.0174,9,9,Secundario,Lianas,Arboles,pair,0,plco,,,,,,,,,,na,u,7,,q,8,3,10,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,3,8,11,27,na,na,na,na,na,na,na,na,na,na,0,na
461,240621-095622,-12.5331,-69.0176,10,9,Secundario,Arboles,Lianas,solo,1,hyma,,,0,0,none,n,0,1,1,na,u,3,,q,7,4,12,1,3,2222,2,2,1221,1.5,c,gl,q,dv,q,fz,rec,3,0,2222,2,2,6,9,13,2,2,1,1,2,2,1,1,1,1,1.4,na
462,240621-104329,-12.5337,-69.0159,18,18,Swamp,Arboles,Lianas,msf,1,thsy,,,1,1,thsy,m,1,10,7,na,m,6,,a,8,4,13,9,13,1001,0.5,2,0101,0.5,c,vig,a,vs,c,dv,0,4,9,2101,1,5,9,9,26,1,2,1,1,2,1,2,1,1,1,1.3,na
463,240621-104329,-12.5337,-69.0159,18,18,Swamp,Arboles,Lianas,msf,0,thsy,,,,,,,,,,na,f,3,,u,8,4,13,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,5,9,9,26,na,na,na,na,na,na,na,na,na,na,0,na
464,240621-104329,-12.5337,-69.0159,18,18,Swamp,Arboles,Lianas,msf,0,myax,,,,,,,,,,na,m,5,,c,8,4,13,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,5,9,9,26,na,na,na,na,na,na,na,na,na,na,0,na
465,240621-104329,-12.5337,-69.0159,18,18,Swamp,Arboles,Lianas,msf,0,myax,,,,,,,,,,na,f,7,,c,8,4,13,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,5,9,9,26,na,na,na,na,na,na,na,na,na,na,0,na
466,240621-104329,-12.5337,-69.0159,18,18,Swamp,Arboles,Lianas,msf,0,xigu,,,,,,,,,,na,u,10,,u,8,4,13,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,5,9,9,26,na,na,na,na,na,na,na,na,na,na,0,na
467,240621-104329,-12.5337,-69.0159,18,18,Swamp,Arboles,Lianas,msf,0,cale,,,,,,,,,,na,u,9,,u,8,4,13,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,5,9,9,26,na,na,na,na,na,na,na,na,na,na,0,na
468,240621-104329,-12.5337,-69.0159,18,18,Swamp,Arboles,Lianas,msf,0,thsc,,,,,,,,,,na,u,12,,u,8,4,13,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,5,9,9,26,na,na,na,na,na,na,na,na,na,na,0,na
469,240621-104329,-12.5337,-69.0159,18,18,Swamp,Arboles,Lianas,msf,0,thsc,,,,,,,,,,na,m,12,,u,8,4,13,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,5,9,9,26,na,na,na,na,na,na,na,na,na,na,0,na
470,240621-104329,-12.5337,-69.0159,18,18,Swamp,Arboles,Lianas,msf,0,cyli,,,,,,,,,,na,m,9,,u,8,4,13,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,5,9,9,26,na,na,na,na,na,na,na,na,na,na,0,na
471,240621-104329,-12.5337,-69.0159,18,18,Swamp,Arboles,Lianas,msf,0,papo,,,,,,,,,,na,m,6,,u,8,4,13,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,5,9,9,26,na,na,na,na,na,na,na,na,na,na,0,na
472,240622-090837,-12.5282,-69.0087,11,11,Secundario,Heliconias,Palmeras,pair,1,phpy,,,0,0,none,n,0,2,1,na,u,3,,c,6,3,8,5,7,3342,3,1,0143,2,c,gl,c,dv,c,vig,0,4,4,1232,2,4,8,10,25,4,3,2,2,3,3,4,3,2,2,2.8,na
473,240622-090837,-12.5282,-69.0087,11,11,Secundario,Heliconias,Palmeras,pair,0,phpy,,,,,,,,,,na,u,5,,c,6,3,8,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,4,8,10,25,na,na,na,na,na,na,na,na,na,na,0,na
474,240622-100340,-12.5285,-69.0086,3,4,Secundario,Heliconias,Lianas,solo,1,myle,,,1,1,myle,m,0,1,1,na,m,3,,a,3,5,10,0,0,1111,1,2,1111,1,c,forage dead leaf ground,a,dv,c,vig,0,4,1,3211,1.75,3,6,20,26,2,3,1,1,2,2,2,2,2,2,1.9,na
475,240622-102334,-12.5286,-69.0080,7,7,Secundario,Heliconias,Lianas,msf,1,myax,,,1,1,thar,u,0,10,7,na,m,2,,q,5,3,5,4,5,3321,2.25,1,1023,1.5,c,gl,q,dv,q,vig,0,1,4,3311,2,3,5,8,11,4,4,4,3,2,1,0,0,0,0,1.8,na
476,240622-102334,-12.5286,-69.0080,7,7,Secundario,Heliconias,Lianas,msf,0,myax,,,,,,,,,,na,f,4,,q,5,3,5,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,3,5,8,11,na,na,na,na,na,na,na,na,na,na,0,na
477,240622-102334,-12.5286,-69.0080,7,7,Secundario,Heliconias,Lianas,msf,0,thsy,,,,,,,,,,na,f,3,,q,5,3,5,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,3,5,8,11,na,na,na,na,na,na,na,na,na,na,0,na
478,240622-102334,-12.5286,-69.0080,7,7,Secundario,Heliconias,Lianas,msf,0,thsy,,,,,,,,,,na,m,8,,c,5,3,5,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,3,5,8,11,na,na,na,na,na,na,na,na,na,na,0,na
479,240622-102334,-12.5286,-69.0080,7,7,Secundario,Heliconias,Lianas,msf,0,phpy,,,,,,,,,,na,u,6,,q,5,3,5,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,3,5,8,11,na,na,na,na,na,na,na,na,na,na,0,na
480,240622-102334,-12.5286,-69.0080,7,7,Secundario,Heliconias,Lianas,msf,0,cyli,,,,,,,,,,na,m,13,,s,5,3,5,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,3,5,8,11,na,na,na,na,na,na,na,na,na,na,0,na
481,240622-102334,-12.5286,-69.0080,7,7,Secundario,Heliconias,Lianas,msf,0,catu,,,,,,,,,,na,u,14,,q,5,3,5,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,3,5,8,11,na,na,na,na,na,na,na,na,na,na,0,na
482,240622-102334,-12.5286,-69.0080,7,7,Secundario,Heliconias,Lianas,msf,0,myhy,,,,,,,,,,na,m,5,,c,5,3,5,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,3,5,8,11,na,na,na,na,na,na,na,na,na,na,0,na
483,240622-102334,-12.5286,-69.0080,7,7,Secundario,Heliconias,Lianas,msf,0,myhy,,,,,,,,,,na,f,8,,q,5,3,5,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,3,5,8,11,na,na,na,na,na,na,na,na,na,na,0,na
484,240622-102334,-12.5286,-69.0080,7,7,Secundario,Heliconias,Lianas,msf,0,thar,,,,,,,,,,na,u,6,,a,5,3,5,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,3,5,8,11,na,na,na,na,na,na,na,na,na,na,0,na
485,240624-070213,-12.5318,-69.0153,8,8,Secundario,Heliconias,Lianas,lek,1,pifa,,,0,0,none,n,0,4,2,na,m,2,,q,#N/A,#N/A,#N/A,3,5,3423,3,#N/A,3321,2.25,q,"lek, fight",q,dv,q,u,0,9,2,3322,2.5,#N/A,#N/A,#N/A,#N/A,4,3,2,2,3,3,2,1,1,1,2.2,na
486,240624-070213,-12.5318,-69.0153,8,8,Secundario,Heliconias,Lianas,lek,0,pifa,,,,,,,,,,na,m,3,,c,#N/A,#N/A,#N/A,na,na,na,#VALUE!,#N/A,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,#N/A,#N/A,#N/A,#N/A,na,na,na,na,na,na,na,na,na,na,0,na
487,240624-070213,-12.5318,-69.0153,8,8,Secundario,Heliconias,Lianas,lek,0,myhy,,,,,,,,,,na,m,6,,q,#N/A,#N/A,#N/A,na,na,na,#VALUE!,#N/A,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,#N/A,#N/A,#N/A,#N/A,na,na,na,na,na,na,na,na,na,na,0,na
488,240624-070213,-12.5318,-69.0153,8,8,Secundario,Heliconias,Lianas,lek,0,myhy,,,,,,,,,,na,f,6,,q,#N/A,#N/A,#N/A,na,na,na,#VALUE!,#N/A,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,#N/A,#N/A,#N/A,#N/A,na,na,na,na,na,na,na,na,na,na,0,na
489,240624-074119,-12.5320,-69.0164,6,6,Secundario,Lianas,Shrub,pair,1,hyma,,,0,0,none,n,0,2,1,na,u,3,,c,#N/A,#N/A,#N/A,0,3,2222,2,#N/A,2221,1.75,c,"gl, hop",c,dv,c,move to pair,0,1,0,3222,2.25,#N/A,#N/A,#N/A,#N/A,3,4,3,1,1,1,1,1,1,1,1.7,na
490,240624-074119,-12.5320,-69.0164,6,6,Secundario,Lianas,Shrub,pair,0,hyma,,,,,,,,,,na,u,5,,q,#N/A,#N/A,#N/A,na,na,na,#VALUE!,#N/A,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,#N/A,#N/A,#N/A,#N/A,na,na,na,na,na,na,na,na,na,na,0,na
491,240624-081645,-12.5325,-69.0180,7,7,Secundario,Liana,sShrub,pair,1,myle,,,1,1,myle,m,1,3,2,na,m,2,,a,3,2,7,1,2,1123,1.75,2,1112,1.25,c,vig,a,dv,a,move to pair,0,4,1,3321,2.25,4,6,10,16,3,3,2,1,2,2,2,1,1,1,1.8,na
492,240624-081645,-12.5325,-69.0180,7,7,Secundario,Liana,sShrub,pair,0,myle,,,,,,,,,,na,f,3,,q,3,2,7,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,4,6,10,16,na,na,na,na,na,na,na,na,na,na,0,na
493,240624-081645,-12.5325,-69.0180,7,7,Secundario,Liana,sShrub,pair,0,cale,,,,,,,,,,na,u,8,,s,3,2,7,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,4,6,10,16,na,na,na,na,na,na,na,na,na,na,0,na
494,240624-083342,-12.5325,-69.0180,7,7,Secundario,Lianas,Shrub,solo,1,trcu,,,0,0,none,n,0,3,2,na,m,2,,q,6,2,8,3,5,4323,3,3,0003,0.75,c,vig,q,dv,c,vig,0,4,8,2210,1.25,4,6,9,18,3,3,2,2,1,1,2,2,1,1,1.8,na
495,240624-083342,-12.5325,-69.0180,7,7,Secundario,Lianas,Shrub,pair,0,myax,,,,,,,,,,na,m,6,,q,6,2,8,na,na,na,#VALUE!,3,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,4,6,9,18,na,na,na,na,na,na,na,na,na,na,0,na
496,240624-083342,-12.5325,-69.0180,7,7,Secundario,Lianas,Shrub,pair,0,myax,,,,,,,,,,na,f,8,,q,6,2,8,na,na,na,#VALUE!,3,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,4,6,9,18,na,na,na,na,na,na,na,na,na,na,0,na
497,240624-093426,-12.5347,-69.0217,11,11,Secundario,Shrub,Arboles,pair,1,mylo,,,0,0,none,n,0,6,4,na,f,3,,c,5,3,10,3,5,2101,1,1,2211,1.5,c,gl,c,fz,c,"vig, contact calls",1:06,0,3,2211,1.5,3,6,10,22,2,2,1,2,3,3,1,2,1,1,1.8,na
498,240624-093426,-12.5347,-69.0217,11,11,Secundario,Shrub,Arboles,pair,0,mylo,,,,,,,,,,na,m,4,,c,5,3,10,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,3,6,10,22,na,na,na,na,na,na,na,na,na,na,0,na
499,240624-093426,-12.5347,-69.0217,11,11,Secundario,Shrub,Arboles,pair,0,phhi,,,,,,,,,,na,m,4,,c,5,3,10,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,3,6,10,22,na,na,na,na,na,na,na,na,na,na,0,na
500,240624-093426,-12.5347,-69.0217,11,11,Secundario,Shrub,Arboles,pair,0,thar,,,,,,,,,,na,u,22,,c,5,3,10,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,3,6,10,22,na,na,na,na,na,na,na,na,na,na,0,na
501,240624-093426,-12.5347,-69.0217,11,11,Secundario,Shrub,Arboles,pair,0,plco,,,,,,,,,,na,u,11,,s,5,3,10,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,3,6,10,22,na,na,na,na,na,na,na,na,na,na,0,na
502,240624-093426,-12.5347,-69.0217,11,11,Secundario,Shrub,Arboles,pair,0,plco,,,,,,,,,,na,u,12,,s,5,3,10,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,3,6,10,22,na,na,na,na,na,na,na,na,na,na,0,na
503,240624-100616,-12.5350,-69.0222,13,14,Secundario,Palmeras,Arboles,msf,1,mylo,,,1,1,mylo,m,1,7,3,na,m,4,,a,9,3,10,4,15,2311,1.75,2,0110,0.5,c,gl,a,dv,c,vig,0,7,4,3211,1.75,3,5,13,26,3,2,2,2,1,1,1,3,3,3,2.1,na
504,240624-100616,-12.5350,-69.0222,13,14,Secundario,Palmeras,Arboles,msf,0,mylo,,,,,,,,,,na,f,8,,c,9,3,10,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,3,5,13,26,na,na,na,na,na,na,na,na,na,na,0,na
505,240624-100616,-12.5350,-69.0222,13,14,Secundario,Palmeras,Arboles,msf,0,myax,,,,,,,,,,na,m,8,,c,9,3,10,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,3,5,13,26,na,na,na,na,na,na,na,na,na,na,0,na
506,240624-100616,-12.5350,-69.0222,13,14,Secundario,Palmeras,Arboles,msf,0,myax,,,,,,,,,,na,m,8,,c,9,3,10,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,3,5,13,26,na,na,na,na,na,na,na,na,na,na,0,na
507,240624-100616,-12.5350,-69.0222,13,14,Secundario,Palmeras,Arboles,msf,0,myax,,,,,,,,,,na,f,10,,c,9,3,10,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,3,5,13,26,na,na,na,na,na,na,na,na,na,na,0,na
508,240624-100616,-12.5350,-69.0222,13,14,Secundario,Palmeras,Arboles,msf,0,thar,,,,,,,,,,na,m,16,,u,9,3,10,na,na,na,#VALUE!,2,na,#VALUE!,na,na,q,fz,na,na,6:00,na,na,na,#VALUE!,3,5,13,26,na,na,na,na,na,na,na,na,na,na,0,na
509,240624-100616,-12.5350,-69.0222,13,14,Secundario,Palmeras,Arboles,msf,0,thar,,,,,,,,,,na,f,16,,u,9,3,10,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,3,5,13,26,na,na,na,na,na,na,na,na,na,na,0,na
510,240624-164255,-12.5288,-69.0156,8,7,Secundario,Heliconias,Shrub,pair,1,myhy,,,0,0,none,n,0,2,1,na,m,2,,c,4,3,12,3,5,3222,2.25,2,0334,2.5,c,vig,c,"dv, fz",c,move to pair,0:30,2,2,3432,3,4,7,13,25,3,3,3,3,4,2,1,1,1,1,2.2,na
511,240624-164255,-12.5288,-69.0156,8,7,Secundario,Heliconias,Shrub,pair,0,myhy,,,,,,,,,,na,f,6,,c,4,3,12,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,4,7,13,25,na,na,na,na,na,na,na,na,na,na,0,na
512,240624-172852,-12.2852,-69.0161,7,7,Secundario,Arboles,Heliconias,pair,1,draf,,,0,0,none,n,0,2,1,na,m,1,,q,9,2,11,6,10,2201,1.25,1,1000,0.25,c,nest approach,q,hd,q,nest enter,rec,0,6,1000,0.25,3,5,9,20,2,2,3,2,1,1,1,1,1,1,1.5,na
513,240624-172852,-12.2852,-69.0161,7,7,Secundario,Arboles,Heliconias,pair,0,draf,,,,,,,,,,na,f,1,,q,9,2,11,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,3,5,9,20,na,na,na,na,na,na,na,na,na,na,0,na
514,240625-074901,-12.5324,-69.0119,13,14,Secundario,heliconias,Arboles,pair,1,sche,,,1,1,sche,f,1,2,1,na,f,1,,a,3,4,10,1,9,3222,2.25,1,1233,2.25,c,gl,a,dv,c,move to pair,0,1,0,3323,2.75,3,5,10,20,3,2,1,1,2,2,2,2,1,1,1.7,na
515,240625-074901,-12.5324,-69.0119,13,14,Secundario,heliconias,Arboles,pair,0,sche,,,,,,,,,,na,m,4,,c,3,4,10,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,3,5,10,20,na,na,na,na,na,na,na,na,na,na,0,na
516,240625-083716,-12.5325,-69.0114,21,20,Secundario,Heliconias,Lianas,msf,1,thar,,,0,0,none,n,0,8,5,na,f,6,,q,6,3,13,8,16,1332,2.25,1,0112,1,q,vig,q,fz,q,dv,0:14,6,6,3311,2,4,9,13,22,3,2,1,1,2,3,3,2,2,2,2.1,na
517,240625-083716,-12.5325,-69.0114,21,20,Secundario,Heliconias,Lianas,msf,0,thar,,,,,,,,,,na,m,6,,q,6,3,13,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,4,9,13,22,na,na,na,na,na,na,na,na,na,na,0,na
518,240625-083716,-12.5325,-69.0114,21,20,Secundario,Heliconias,Lianas,msf,0,haru,,,,,,,,,,na,m,9,,q,6,3,13,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,4,9,13,22,na,na,na,na,na,na,na,na,na,na,0,na
519,240625-083716,-12.5325,-69.0114,21,20,Secundario,Heliconias,Lianas,msf,0,haru,,,,,,,,,,na,f,11,,c,6,3,13,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,4,9,13,22,na,na,na,na,na,na,na,na,na,na,0,na
520,240625-083716,-12.5325,-69.0114,21,20,Secundario,Heliconias,Lianas,msf,0,myax,,,,,,,,,,na,m,7,,q,6,3,13,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,4,9,13,22,na,na,na,na,na,na,na,na,na,na,0,na
521,240625-083716,-12.5325,-69.0114,21,20,Secundario,Heliconias,Lianas,msf,0,myax,,,,,,,,,,na,f,10,,q,6,3,13,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,4,9,13,22,na,na,na,na,na,na,na,na,na,na,0,na
522,240625-083716,-12.5325,-69.0114,21,20,Secundario,Heliconias,Lianas,msf,0,xigu,,,,,,,,,,na,u,16,,q,6,3,13,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,4,9,13,22,na,na,na,na,na,na,na,na,na,na,0,na
523,240625-083716,-12.5325,-69.0114,21,20,Secundario,Heliconias,Lianas,msf,0,sche,,,,,,,,,,na,m,20,,q,6,3,13,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,4,9,13,22,na,na,na,na,na,na,na,na,na,na,0,na
524,240625-134500,-12.5376,-69.0043,10,12,Secundario,Palmeras,Lianas,lek,1,pifa,,,0,0,none,n,0,3,1,na,m,1,,q,5,4,9,4,6,3333,3,1,0112,1,c,vig,q,dv,s,vig,0,4,3,4323,3,3,6,9,18,3,4,4,2,2,2,1,1,1,1,2.1,na
525,240625-134500,-12.5376,-69.0043,10,12,Secundario,Palmeras,Lianas,lek,0,pifa,,,,,,,,,,na,m,9,,q,5,4,9,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,3,6,9,18,na,na,na,na,na,na,na,na,na,na,0,na
526,240625-134500,-12.5376,-69.0043,10,12,Secundario,Palmeras,Lianas,lek,0,pifa,,,,,,,,,,na,m,15,,q,5,4,9,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,3,6,9,18,na,na,na,na,na,na,na,na,na,na,0,na
527,240627-073204,-12.5326,-69.0145,7,8,Secundario,Lianas,Shrub,solo,1,foan,,,0,0,none,n,0,1,1,na,u,3,,q,3,4,11,0,0,1001,0.5,1,1001,0.5,q,flip leaf,q,dv,q,flip leaf,0,10,0,2100,0.75,3,7,11,25,1,2,3,3,3,2,2,1,1,1,1.9,na
528,240627-081940,-12.5325,-69.0148,4,5,SWAMP,Lianas,Shrub,pair,1,hyma,,,0,0,none,n,0,2,1,na,u,2,,q,3,5,10,0,0,1000,0.25,1,1000,0.25,c,gl,q,dv,c,move to pair,0,4,1,3212,2,3,5,8,14,1,1,1,1,2,3,3,2,1,1,1.6,na
529,240627-081940,-12.5325,-69.0148,4,5,SWAMP,Lianas,Shrub,pair,0,hyma,,,,,,,,,,na,u,6,,q,3,5,10,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,3,5,8,14,na,na,na,na,na,na,na,na,na,na,0,na
530,240627-100439,-12.5344,-69.0162,14,13,Secundario,Shrub,Arboles,msf,1,moni,,,0,0,none,n,0,12,7,na,u,6,,q,6,4,10,9,15,4312,2.5,0,0100,0.25,q,vig,q,vs,q,vig,0,0,11,0100,0.25,2,5,9,13,4,3,2,2,2,2,1,1,1,1,1.9,na
531,240627-100439,-12.5344,-69.0162,14,13,Secundario,Shrub,Arboles,msf,0,moni,,,,,,,,,,na,u,8,,q,6,4,10,na,na,na,#VALUE!,0,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,2,5,9,13,na,na,na,na,na,na,na,na,na,na,0,na
532,240627-100439,-12.5344,-69.0162,14,13,Secundario,Shrub,Arboles,msf,0,moni,,,,,,,,,,na,u,4,,q,6,4,10,na,na,na,#VALUE!,0,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,2,5,9,13,na,na,na,na,na,na,na,na,na,na,0,na
533,240627-100439,-12.5344,-69.0162,14,13,Secundario,Shrub,Arboles,msf,0,moni,,,,,,,,,,na,u,6,,q,6,4,10,na,na,na,#VALUE!,0,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,2,5,9,13,na,na,na,na,na,na,na,na,na,na,0,na
534,240627-100439,-12.5344,-69.0162,14,13,Secundario,Shrub,Arboles,msf,0,caau,,,,,,,,,,na,m,9,,q,6,4,10,na,na,na,#VALUE!,0,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,2,5,9,13,na,na,na,na,na,na,na,na,na,na,0,na
