Index,Timestamp,lat,long,Obs1_bird_dist,Shoot_bird_dist,Habitat_Primary,Habitat_Under_Dom1,Habitat_Under_Dom2,SocialGroup,Target,TarSpp,Scientific,BirdTree,Alarm_Presence,Alarm_Qty,Alarm_Spp,Alarm_Sex,Alarm_Conspecific,abundance,richness,Angle,Tar_Sex,Proximity,alarm,Audio_React,Flight_dist,Flight_apex,Flight_proximity,Pre_Bird_Height,Forage_Tree_height,Veg_dense_under,Veg_Under_Avg,Veg_under_height,Pre_Bird_Dense,Bird_Dense_Avg,Pre_Vocal,Pre_Behav,Mid_Vocal,Mid_Behav,Post_Vocal,Post_Behav,Freeze_Time_sec,Post_Dist,Post_Bird_Height,Post_Bird_Dense,Post_Dense_Avg,Veg_mid_low,Veg_mid_high,Veg_can_low,Veg_can_high,Rad_01,Rad_02,Rad_03,Rad_04,Rad_05,Rad_06,Rad_07,Rad_08,Rad_09,Rad_10,Rad_10_Avg,flock
818,240726-074651,-12.1868,-69.0706,6,6,Secundario,Arboles,Palmeras,ant,0,onsa,,,,,,,,,,143,f,6,,q,4,3,10,2,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,10,14,16,25,na,na,na,na,na,na,na,na,na,na,0,na
819,240726-074651,-12.1868,-69.0706,6,6,Secundario,Arboles,Palmeras,ant,0,rhme,,,,,,,,,,177,m,5,,q,4,3,10,1,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,10,14,16,25,na,na,na,na,na,na,na,na,na,na,0,na
820,240726-074651,-12.1868,-69.0706,6,6,Secundario,Arboles,Palmeras,ant,0,rhme,,,,,,,,,,186,f,3,,q,4,3,10,1,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,10,14,16,25,na,na,na,na,na,na,na,na,na,na,0,na
821,240726-102518,-12.1868,-69.0686,18,19,Secundario,Arboles,Palmeras,msf,1,thar,,,1,1,haru,f,1,7,4,0,m,6,,q,6,5,14,3,6,2321,2,3,0120,0.75,c,"sally glean, vig",q,dv,q,vig,0,7,3,2110,1,9,15,19,27,3,3,1,2,1,1,1,1,1,1,1.5,na
822,240726-102518,-12.1868,-69.0686,18,19,Secundario,Arboles,Palmeras,msf,0,thar,,,,,,,,,,21,f,6,,q,6,5,14,4,na,na,#VALUE!,3,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,9,15,19,27,na,na,na,na,na,na,na,na,na,na,0,na
823,240726-102518,-12.1868,-69.0686,18,19,Secundario,Arboles,Palmeras,msf,0,haru,,,,,,,,,,333,m,12,,q,6,5,14,1,na,na,#VALUE!,3,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,9,15,19,27,na,na,na,na,na,na,na,na,na,na,0,na
824,240726-102518,-12.1868,-69.0686,18,19,Secundario,Arboles,Palmeras,msf,0,haru,,,,,,,,,,325,f,12,,a,6,5,14,3,na,na,#VALUE!,3,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,9,15,19,27,na,na,na,na,na,na,na,na,na,na,0,na
825,240726-102518,-12.1868,-69.0686,18,19,Secundario,Arboles,Palmeras,msf,0,myax,,,,,,,,,,38,m,5,,q,6,5,14,5,na,na,#VALUE!,3,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,9,15,19,27,na,na,na,na,na,na,na,na,na,na,0,na
826,240726-102518,-12.1868,-69.0686,18,19,Secundario,Arboles,Palmeras,msf,0,myax,,,,,,,,,,300,f,6,,q,6,5,14,4,na,na,#VALUE!,3,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,9,15,19,27,na,na,na,na,na,na,na,na,na,na,0,na
827,240726-102518,-12.1868,-69.0686,18,19,Secundario,Arboles,Palmeras,msf,0,glsp,,,,,,,,,,272,u,8,,q,6,5,14,8,na,na,#VALUE!,3,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,9,15,19,27,na,na,na,na,na,na,na,na,na,na,0,na
828,240727-063028,-12.1864,-69.0784,7,11,Secundario,Shrub,Heliconias,pair,1,thae,,,0,0,none,n,0,3,2,0,m,3,,q,4,5,13,3,3,4333,3.25,2,1000,0.25,c,vig,q,dv,q,fz,rec,2,1,3322,2.5,6,11,17,24,4,3,2,1,1,1,1,1,2,2,1.8,na
829,240727-063028,-12.1864,-69.0784,7,11,Secundario,Shrub,Heliconias,solo,0,sche,,,,,,,,,,10,m,3,,q,4,5,13,1,na,na,#VALUE!,2,na,#VALUE!,na,na,q,fz,na,na,na,na,na,na,#VALUE!,6,11,17,24,na,na,na,na,na,na,na,na,na,na,0,na
830,240727-063028,-12.1864,-69.0784,7,11,Secundario,Shrub,Heliconias,pair,0,thae,,,,,,,,,,273,f,3,,q,4,5,13,2,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,11,17,24,na,na,na,na,na,na,na,na,na,na,0,na
831,240727-074353,-12.1876,-69.0764,9,9,Secundario,Arboles,Palmeras,lek,1,leco,,,0,0,none,n,0,2,1,0,m,2,,c,7,2,6,5,8,2111,1.25,1,2101,1,s,lek,q,dv,"c1,c2",vig,0,1,8,2110,1,6,12,16,19,2,2,1,1,2,3,2,1,1,1,1.6,na
832,240727-074353,-12.1876,-69.0764,9,9,Secundario,Arboles,Palmeras,lek,0,leco,,,,,,,,,,50,m,2,,c,7,2,6,6,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,12,16,19,na,na,na,na,na,na,na,na,na,na,0,na
833,240729-072214,-12.5337,-69.1184,14,14,Agricultura,Grass,Lianas,ssf,1,voja,,,0,0,none,n,0,3,1,0,m,3,,q,6,2,17,1,2,3233,2.75,1,3200,1.25,q,vig,q,dv,q,vig,0,1,1,3320,2,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0.5,na
834,240729-072214,-12.5337,-69.1184,14,14,Agricultura,Grass,Lianas,ssf,0,voja,,,,,,,,,,275,f,3,,q,6,2,17,2,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,0,0,0,0,na,na,na,na,na,na,na,na,na,na,0,na
835,240729-072214,-12.5337,-69.1184,14,14,Agricultura,Grass,Lianas,ssf,0,voja,,,,,,,,,,356,f,3,,q,6,2,17,1,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,0,0,0,0,na,na,na,na,na,na,na,na,na,na,0,na
836,240729-074124,-12.5336,-69.1184,13,13,Agricultura,Grass,Lianas,solo,1,voja,,,0,0,none,n,0,1,1,0,m,2,,q,5,4,13,2,2,3333,3,1,0120,0.75,q,vig,q,dv,q,fz,rec,1,2,2221,1.75,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0.5,na
837,240729-075349,-12.5333,-69.1187,14,14,Agricultura,Grass,,pair,1,amau,,,0,0,none,n,0,3,2,0,u,3,,q,5,5,14,1,1,3333,3,1,3212,2,c,vig,q,dv,c,uk,0,2,0,3333,3,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0.6,na
838,240729-075349,-12.5333,-69.1187,14,14,Agricultura,Grass,,pair,0,amau,,,,,,,,,,153,u,8,,q,5,5,14,0,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,0,0,0,0,na,na,na,na,na,na,na,na,na,na,0,na
839,240729-075349,-12.5333,-69.1187,14,14,Agricultura,Grass,,solo,0,trae,,,,,,,,,,244,u,12,,s,5,5,14,2,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,0,0,0,0,na,na,na,na,na,na,na,na,na,na,0,na
840,240729-081543,-12.5334,-69.1193,10,10,Agricultura,Grass,Shrub,solo,1,voja,,,0,0,none,n,0,1,1,0,f,4,,q,5,4,18,3,3,2233,2.5,0,0011,0.5,q,vig,q,fz,q,dv,rec,0,3,0011,0.5,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0.4,na
841,240729-093719,-12.5366,-69.1208,12,12,Agricultura,Shrub,Grass,solo,1,gacy,,,0,0,none,n,0,1,1,0,u,3,,c,4,3,14,1,3,2333,2.75,0,0023,1.25,c,sally,c,fz,c,fz,rec,0,1,0023,1.25,0,0,0,0,3,3,2,1,0,0,0,0,0,0,0.9,na
842,240729-095001,-12.5376,-69.1216,16,16,Agricultura,Grass,Arboles,pair,1,amau,,,0,0,none,n,0,2,1,0,u,4,,q,2,2,15,0,0,0000,0,0,0000,0,q,hop,q,dv,q,uk,0,17,1,2223,2.25,4,7,0,0,0,0,0,1,1,1,1,0,0,0,0.4,na
843,240729-095001,-12.5376,-69.1216,16,16,Agricultura,Grass,Arboles,pair,0,amau,,,,,,,,,,131,u,3,,q,2,2,15,0,na,na,#VALUE!,0,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,4,7,0,0,na,na,na,na,na,na,na,na,na,na,0,na
844,240730-062833,-12.1838,-69.0805,8,10,Agricultura,Arboles,Shrub,ssf,1,cace,,,1,12,none,n,0,12,1,0,u,2,,c,10,4,14,11,11,2100,0.75,2,0011,0.5,c,vig,c/a,dv,c,vig,0,12,12,2210,1.25,2,11,0,0,1,1,2,2,2,1,1,1,1,1,1.3,na
845,240730-062833,-12.1838,-69.0805,8,10,Agricultura,Arboles,Shrub,ssf,0,cace,,,,,,,,,,160,u,1,,c,10,4,14,11,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,2,11,0,0,na,na,na,na,na,na,na,na,na,na,0,na
846,240730-062833,-12.1838,-69.0805,8,10,Agricultura,Arboles,Shrub,ssf,0,cace,,,,,,,,,,156,u,1,,c,10,4,14,10,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,2,11,0,0,na,na,na,na,na,na,na,na,na,na,0,na
847,240730-062833,-12.1838,-69.0805,8,10,Agricultura,Arboles,Shrub,ssf,0,cace,,,,,,,,,,99,u,2,,c,10,4,14,10,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,2,11,0,0,na,na,na,na,na,na,na,na,na,na,0,na
848,240730-062833,-12.1838,-69.0805,8,10,Agricultura,Arboles,Shrub,ssf,0,cace,,,,,,,,,,102,u,2,,c,10,4,14,9,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,2,11,0,0,na,na,na,na,na,na,na,na,na,na,0,na
849,240730-062833,-12.1838,-69.0805,8,10,Agricultura,Arboles,Shrub,ssf,0,cace,,,,,,,,,,140,u,3,,c,10,4,14,12,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,2,11,0,0,na,na,na,na,na,na,na,na,na,na,0,na
850,240730-062833,-12.1838,-69.0805,8,10,Agricultura,Arboles,Shrub,ssf,0,cace,,,,,,,,,,136,u,4,,c,10,4,14,12,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,2,11,0,0,na,na,na,na,na,na,na,na,na,na,0,na
851,240730-062833,-12.1838,-69.0805,8,10,Agricultura,Arboles,Shrub,ssf,0,cace,,,,,,,,,,355,u,4,,c,10,4,14,13,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,2,11,0,0,na,na,na,na,na,na,na,na,na,na,0,na
852,240730-062833,-12.1838,-69.0805,8,10,Agricultura,Arboles,Shrub,ssf,0,cace,,,,,,,,,,353,u,6,,c,10,4,14,13,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,2,11,0,0,na,na,na,na,na,na,na,na,na,na,0,na
853,240730-062833,-12.1838,-69.0805,8,10,Agricultura,Arboles,Shrub,ssf,0,cace,,,,,,,,,,106,u,6,,c,10,4,14,8,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,2,11,0,0,na,na,na,na,na,na,na,na,na,na,0,na
854,240730-062833,-12.1838,-69.0805,8,10,Agricultura,Arboles,Shrub,ssf,0,cace,,,,,,,,,,49,u,8,,c,10,4,14,10,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,2,11,0,0,na,na,na,na,na,na,na,na,na,na,0,na
855,240730-062833,-12.1838,-69.0805,8,10,Agricultura,Arboles,Shrub,ssf,0,cace,,,,,,,,,,121,u,10,,c,10,4,14,10,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,2,11,0,0,na,na,na,na,na,na,na,na,na,na,0,na
856,240730-101342,-12.1727,-69.0663,18,18,Secundario,Arboles,Shrub,msf,1,mylo,,,1,1,mylo,u,1,10,6,0,u,4,,a,6,5,12,2,4,2212,1.75,3,1202,1.25,c,gl,a,uk,c,uk,0,0,2,1202,1.25,8,13,0,0,2,2,1,2,1,2,3,2,2,2,1.9,na
857,240730-101342,-12.1727,-69.0663,18,18,Secundario,Arboles,Shrub,msf,0,mylo,,,,,,,,,,12,u,1,,q,6,5,12,2,na,na,#VALUE!,3,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,8,13,0,0,na,na,na,na,na,na,na,na,na,na,0,na
858,240730-101342,-12.1727,-69.0663,18,18,Secundario,Arboles,Shrub,msf,0,myax,,,,,,,,,,6,m,3,,q,6,5,12,2,na,na,#VALUE!,3,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,8,13,0,0,na,na,na,na,na,na,na,na,na,na,0,na
859,240730-101342,-12.1727,-69.0663,18,18,Secundario,Arboles,Shrub,msf,0,myax,,,,,,,,,,358,f,3,,q,6,5,12,2,na,na,#VALUE!,3,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,8,13,0,0,na,na,na,na,na,na,na,na,na,na,0,na
860,240730-101342,-12.1727,-69.0663,18,18,Secundario,Arboles,Shrub,msf,0,glsp,,,,,,,,,,150,u,4,,q,6,5,12,3,na,na,#VALUE!,3,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,8,13,0,0,na,na,na,na,na,na,na,na,na,na,0,na
861,240730-101342,-12.1727,-69.0663,18,18,Secundario,Arboles,Shrub,msf,0,haru,,,,,,,,,,50,m,7,,q,6,5,12,2,na,na,#VALUE!,3,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,8,13,0,0,na,na,na,na,na,na,na,na,na,na,0,na
862,240730-101342,-12.1727,-69.0663,18,18,Secundario,Arboles,Shrub,msf,0,haru,,,,,,,,,,41,f,7,,q,6,5,12,2,na,na,#VALUE!,3,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,8,13,0,0,na,na,na,na,na,na,na,na,na,na,0,na
863,240730-101342,-12.1727,-69.0663,18,18,Secundario,Arboles,Shrub,msf,0,xiel,,,,,,,,,,143,u,6,,q,6,5,12,4,na,na,#VALUE!,3,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,8,13,0,0,na,na,na,na,na,na,na,na,na,na,0,na
864,240730-101342,-12.1727,-69.0663,18,18,Secundario,Arboles,Shrub,msf,0,thar,,,,,,,,,,192,m,4,,c,6,5,12,1,na,na,#VALUE!,3,na,#VALUE!,na,na,c,dv,na,na,na,6,na,na,#VALUE!,8,13,0,0,na,na,na,na,na,na,na,na,na,na,0,na
865,240730-101342,-12.1727,-69.0663,18,18,Secundario,Arboles,Shrub,msf,0,thar,,,,,,,,,,200,f,8,,q,6,5,12,3,na,na,#VALUE!,3,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,8,13,0,0,na,na,na,na,na,na,na,na,na,na,0,na
866,240730-120141,-12.1809,-69.0691,6,7,Secundario,Shrub,Palmeras,ant,1,onsa,,,0,0,none,n,0,7,5,0,m,3,,q,5,5,12,1,2,3232,2.5,2,2232,2.25,c,hop sally,q,dv,c,dv,0,3,1,3332,2.75,7,15,30,35,3,4,3,2,1,1,1,1,1,1,1.8,na
867,240730-120141,-12.1809,-69.0691,6,7,Secundario,Shrub,Palmeras,ant,0,onsa,,,,,,,,,,340,f,4,,q,5,5,12,1,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,15,30,35,na,na,na,na,na,na,na,na,na,na,0,na
868,240730-120141,-12.1809,-69.0691,6,7,Secundario,Shrub,Palmeras,ant,0,phni,,,,,,,,,,343,u,7,,q,5,5,12,1,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,15,30,35,na,na,na,na,na,na,na,na,na,na,0,na
869,240730-120141,-12.1809,-69.0691,6,7,Secundario,Shrub,Palmeras,ant,0,phni,,,,,,,,,,358,u,7,,q,5,5,12,1,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,15,30,35,na,na,na,na,na,na,na,na,na,na,0,na
870,240730-120141,-12.1809,-69.0691,6,7,Secundario,Shrub,Palmeras,ant,0,rhme,,,,,,,,,,4,u,5,,c,5,5,12,1,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,15,30,35,na,na,na,na,na,na,na,na,na,na,0,na
871,240730-120141,-12.1809,-69.0691,6,7,Secundario,Shrub,Palmeras,ant,0,ceni,,,,,,,,,,292,f,5,,q,5,5,12,1,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,15,30,35,na,na,na,na,na,na,na,na,na,na,0,na
872,240730-120141,-12.1809,-69.0691,6,7,Secundario,Shrub,Palmeras,ant,0,wipo,,,,,,,,,,340,m,6,,q,5,5,12,1,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,15,30,35,na,na,na,na,na,na,na,na,na,na,0,na
873,240731-074210,-12.1877,-69.0775,11,12,Secundario,Palmeras,Arboles,msf,1,mylo,,,0,0,none,n,0,5,4,0,m,2,,q,4,3,7,4,5,2122,1.75,3,2311,1.75,c,gl,q,vs,q,gl,0,0,4,2311,1.75,8,14,27,35,3,3,3,2,3,2,2,2,2,2,2.4,na
874,240731-074210,-12.1877,-69.0775,11,12,Secundario,Palmeras,Arboles,msf,0,haru,,,,,,,,,,318,m,10,,q,4,3,7,2,na,na,#VALUE!,3,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,8,14,27,35,na,na,na,na,na,na,na,na,na,na,0,na
875,240731-074210,-12.1877,-69.0775,11,12,Secundario,Palmeras,Arboles,msf,0,haru,,,,,,,,,,311,m,10,,q,4,3,7,3,na,na,#VALUE!,3,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,8,14,27,35,na,na,na,na,na,na,na,na,na,na,0,na
876,240731-074210,-12.1877,-69.0775,11,12,Secundario,Palmeras,Arboles,msf,0,thar,,,,,,,,,,305,f,18,,q,4,3,7,4,na,na,#VALUE!,3,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,8,14,27,35,na,na,na,na,na,na,na,na,na,na,0,na
877,240731-074210,-12.1877,-69.0775,11,12,Secundario,Palmeras,Arboles,msf,0,glsp,,,,,,,,,,258,u,6,,q,4,3,7,5,na,na,#VALUE!,3,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,8,14,27,35,na,na,na,na,na,na,na,na,na,na,0,na
878,240731-081514,-12.1875,-69.0777,17,17,Secundario,Shrub,Palmeras,msf,1,haru,,,0,0,none,n,0,11,8,0,m,2,,q,4,2,15,3,8,0001,0.25,1,0012,0.75,c,gl,q,dv,q,gl,0,9,3,2210,1.25,6,9,15,18,3,3,2,2,2,2,2,1,1,1,1.9,na
879,240731-081514,-12.1875,-69.0777,17,17,Secundario,Shrub,Palmeras,msf,0,myme,,,,,,,,,,205,f,1,,q,4,2,15,4,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,9,15,18,na,na,na,na,na,na,na,na,na,na,0,na
880,240731-081514,-12.1875,-69.0777,17,17,Secundario,Shrub,Palmeras,msf,0,myme,,,,,,,,,,240,m,5,,q,4,2,15,6,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,9,15,18,na,na,na,na,na,na,na,na,na,na,0,na
881,240731-081514,-12.1875,-69.0777,17,17,Secundario,Shrub,Palmeras,msf,0,mylo,,,,,,,,,,301,m,6,,q,4,2,15,3,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,9,15,18,na,na,na,na,na,na,na,na,na,na,0,na
882,240731-081514,-12.1875,-69.0777,17,17,Secundario,Shrub,Palmeras,msf,0,glsp,,,,,,,,,,140,u,6,,q,4,2,15,4,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,9,15,18,na,na,na,na,na,na,na,na,na,na,0,na
883,240731-081514,-12.1875,-69.0777,17,17,Secundario,Shrub,Palmeras,msf,0,hegr,,,,,,,,,,72,u,12,,q,4,2,15,11,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,9,15,18,na,na,na,na,na,na,na,na,na,na,0,na
884,240731-081514,-12.1875,-69.0777,17,17,Secundario,Shrub,Palmeras,msf,0,thar,,,,,,,,,,41,u,14,,q,4,2,15,3,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,9,15,18,na,na,na,na,na,na,na,na,na,na,0,na
885,240731-081514,-12.1875,-69.0777,17,17,Secundario,Shrub,Palmeras,msf,0,hafo,,,,,,,,,,80,m,10,,q,4,2,15,1,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,9,15,18,na,na,na,na,na,na,na,na,na,na,0,na
886,240731-081514,-12.1875,-69.0777,17,17,Secundario,Shrub,Palmeras,msf,0,hafo,,,,,,,,,,87,f,10,,q,4,2,15,1,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,9,15,18,na,na,na,na,na,na,na,na,na,na,0,na
887,240731-081514,-12.1875,-69.0777,17,17,Secundario,Shrub,Palmeras,msf,0,sche,,,,,,,,,,74,m,8,,q,4,2,15,1,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,9,15,18,na,na,na,na,na,na,na,na,na,na,0,na
888,240731-081514,-12.1875,-69.0777,17,17,Secundario,Shrub,Palmeras,msf,0,sche,,,,,,,,,,307,f,9,,q,4,2,15,2,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,9,15,18,na,na,na,na,na,na,na,na,na,na,0,na
889,240731-103143,-12.1888,-69.0738,7,9,Secundario,Palmeras,Arboles,solo,1,leco,,,0,0,none,n,0,1,1,0,m,3,,q,10,3,16,9,17,1121,1.25,2,1221,1.5,s,forage,q,fz,s,forage,3:30,0,12,1221,1.5,9,15,13,28,1,2,2,1,1,1,2,1,1,1,1.3,na
890,240731-104722,-12.1894,-69.0740,12,13,Secundario,Shrub,lianas,lek,1,leco,,,0,0,none,n,0,2,1,0,m,4,,q,8,6,11,7,19,2321,2,2,1221,1.5,s,vig,q,fz,s,vig,rec,0,7,1221,1.5,7,13,0,0,3,3,2,1,1,2,2,2,2,2,2,na
891,240731-104722,-12.1894,-69.0740,12,13,Secundario,Shrub,lianas,lek,0,leco,,,,,,,,,,15,u,22,,q,8,6,11,6,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,13,0,0,na,na,na,na,na,na,na,na,na,na,0,na
892,240801-063234,-12.1834,-69.0794,10,10,Secundario,Arboles,Heliconias,pair,1,myax,,,0,0,none,n,0,2,1,0,m,4,,q,6,3,11,7,8,3222,2.25,1,2121,1.5,c,gl,q,dv,c,gl,0,1,8,2212,1.75,6,9,0,0,3,3,3,3,2,2,1,1,1,1,2,na
893,240801-063234,-12.1834,-69.0794,10,10,Secundario,Arboles,Heliconias,pair,0,myax,,,,,,,,,,287,f,10,,q,6,3,11,5,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,9,0,0,na,na,na,na,na,na,na,na,na,na,0,na
894,240802-065105,-12.1812,-69.0775,7,12,Secundario,Palmeras,Arboles,solo,1,mymy,,,0,0,none,n,0,2,1,0,m,5,,q,8,6,16,1,0,1121,1.25,2,1001,0.5,q,vig,q,dv,q,fz,rec,3,0,2210,1.25,7,15,0,0,2,1,2,2,3,2,1,2,1,1,1.7,na
895,240802-065105,-12.1812,-69.0775,7,12,Secundario,Palmeras,Arboles,solo,0,foco,,,,,,,,,,122,u,9,,q,8,6,16,0,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,15,0,0,na,na,na,na,na,na,na,na,na,na,0,na
896,240803-064245,-12.1866,-69.0782,9,10,Secundario,Palmeras,Arboles,msf,1,thar,,,0,0,none,n,0,10,6,0,f,3,,c,6,7,12,4,12,3233,2.75,2,2321,2,c,vig,c,dv,c,vig,0,4,3,3321,2.25,9,14,20,27,3,3,2,1,1,3,2,1,1,1,1.8,na
897,240803-064245,-12.1866,-69.0782,9,10,Secundario,Palmeras,Arboles,msf,0,thar,,,,,,,,,,193,m,17,,q,6,7,12,3,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,9,14,20,27,na,na,na,na,na,na,na,na,na,na,0,na
898,240803-064245,-12.1866,-69.0782,9,10,Secundario,Palmeras,Arboles,msf,0,myax,,,,,,,,,,254,m,5,,q,6,7,12,5,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,9,14,20,27,na,na,na,na,na,na,na,na,na,na,0,na
899,240803-064245,-12.1866,-69.0782,9,10,Secundario,Palmeras,Arboles,msf,0,myax,,,,,,,,,,220,f,8,,q,6,7,12,4,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,9,14,20,27,na,na,na,na,na,na,na,na,na,na,0,na
900,240803-064245,-12.1866,-69.0782,9,10,Secundario,Palmeras,Arboles,msf,0,mylo,,,,,,,,,,271,m,8,,q,6,7,12,5,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,9,14,20,27,na,na,na,na,na,na,na,na,na,na,0,na
901,240803-064245,-12.1866,-69.0782,9,10,Secundario,Palmeras,Arboles,msf,0,mylo,,,,,,,,,,222,f,4,,q,6,7,12,5,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,9,14,20,27,na,na,na,na,na,na,na,na,na,na,0,na
902,240803-064245,-12.1866,-69.0782,9,10,Secundario,Palmeras,Arboles,msf,0,glsp,,,,,,,,,,356,u,6,,q,6,7,12,7,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,9,14,20,27,na,na,na,na,na,na,na,na,na,na,0,na
903,240803-064245,-12.1866,-69.0782,9,10,Secundario,Palmeras,Arboles,msf,0,epam,,,,,,,,,,208,u,7,,q,6,7,12,3,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,9,14,20,27,na,na,na,na,na,na,na,na,na,na,0,na
