na,Timestamp,lat,long,obs1,Obs1_bird_dist,shooter,Shoot_bird_dist,obs2,Obs2_bird_dist,hwk,Habitat_Primary,Habitat_Under_Dom1,Habitat_Under_Dom2,Basal Area 10m,Dbh_largest,AudioID,VisualID,SocialGroup,Target,Spp,Scientific,BirdTree,Angle,Sex,Proximity,Audio_React,Flight_dist,Flight_apex,Flight_proximity,Pre_Bird_Height,Forage_Tree_height,Veg_dense_under,Veg_under_height,Pre_Bird_Dense,Pre_Vocal,Pre_Behav,Mid_Vocal,"Mid ,Behav",Post_Vocal,Post_Behav,Freeze_Time_sec,Post_Dist (Dive_Dist),Post_Bird_Height,Post_Bird_Dense,Veg_mid_low,Veg_mid_high,Veg_can_low,Veg_can_high,5m_dense,Rad_01,Rad_02,Rad_03,Rad_04,Rad_05,Rad_06,Rad_07,Rad_08,Rad_09,Rad_10,Notes,Behav_notes,Veg_dense_mid,Veg_under_low,Veg_notes,zoom_wav,voice_record_wav,Rec_reviewed,Recording_Notes,selection,call_type,AlarmExport,alarm,flock
54,230715-062221,-12.53231,-69.01146,vw,11,vr,12,na,na,0,na,na,na,na,na,na,1,msf,1,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,na,m,na,c,16,7,2,7,20,1222,na,3322,call,glean,call,forage,call,gl,na,0,8,3322,7,20,18,32,na,3,2,2,3,4,2,2,1,2,1,"unphased, kept doing what it was doing",na,na,na,na,20230715_062221_hwk_0_THAR.wav,na,na,na,na,na,na,0,
55,230715-062221,na,na,na,na,na,na,na,na,0,na,na,na,na,na,na,1,msf,1,xigu,Xiphorhynchus guttatus,Xiphorhynchus guttatus,na,u,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,7,20,18,32,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,
56,230715-062221,na,na,na,na,na,na,na,na,0,na,na,na,na,na,na,1,msf,1,myax,Myrmotherula axillaris,Myrmotherula axillaris,na,u,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,7,20,18,32,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,
57,230715-062221,na,na,na,na,na,na,na,na,0,na,na,na,na,na,na,1,msf,1,haru,Habia rubica,Habia rubica,na,u,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,7,20,18,32,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,
58,230715-062221,na,na,na,na,na,na,na,na,0,na,na,na,na,na,na,1,msf,1,myme,Myrmotherula menetriesii,Myrmotherula menetriesii,na,u,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,7,20,18,32,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,
59,230715-062221,na,na,na,na,na,na,na,na,0,na,na,na,na,na,na,1,msf,1,glsp,Glyphorynchus spirurus,Glyphorynchus spirurus,na,u,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,7,20,18,32,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,
60,230715-072821,-12.53441,-69.01196,vw,9,vr,12,na,na,0,na,na,na,na,na,na,1,pair,1,myhy,Myrmelastes hyperythrus,Myrmeciza hyperythra,na,f,na,c,18,2,2,0,0,1332,na,1332,call,dl,call,dl,call,dl,na,0,0,1332,6,10,15,22,na,4,4,3,3,2,2,1,2,2,3,"went quiet for a second but probably from the crash, and kept foraging right after",na,na,na,na,20230715_072821_HWK_MYHY.wav,na,na,na,na,na,na,0,
61,230715-072821,na,na,na,na,na,na,na,na,0,na,na,na,na,na,na,1,pair,1,myhy,Myrmelastes hyperythrus,Myrmeciza hyperythra,na,m,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6,10,15,22,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,
62,230715-122124,-12.54231,-69.00564,vw,10,vr,11,na,na,1,na,na,na,na,na,na,1,msf,1,mylo,Myrmotherula longipennis,Myrmotherula longipennis,na,m,na,q,9,8,4,10,27,1221,na,3223,quiet,ss,quiet,forage,call,gl,na,0,7,3223,6,11,13,28,na,1,3,3,2,2,1,1,2,3,1,failed flight & no change in behavior,na,na,na,na,20230715_122124_HWK_MYLO.wav,na,na,na,na,na,na,0,na
63,230715-122124,na,na,na,na,na,na,na,na,1,na,na,na,na,na,na,1,msf,1,mylo,Myrmotherula longipennis,Myrmotherula longipennis,na,f,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6,11,13,28,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
64,230715-122124,na,na,na,na,na,na,na,na,1,na,na,na,na,na,na,1,msf,1,haru,Habia rubica,Habia rubica,na,m,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6,11,13,28,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
65,230715-122124,na,na,na,na,na,na,na,na,1,na,na,na,na,na,na,1,msf,1,haru,Habia rubica,Habia rubica,na,f,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6,11,13,28,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
66,230715-122124,na,na,na,na,na,na,na,na,1,na,na,na,na,na,na,1,msf,1,myle,Myrmoborus leucophrys,Myrmoborus leucophrys,na,m,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6,11,13,28,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
67,230715-145459,-12.54049,-69.00627,vw,6,vr,11,na,na,1,na,na,na,na,na,na,1,msf,1,myhy,Myrmelastes hyperythrus,Myrmeciza hyperythra,na,f,na,q,15,3,6,0,0,3324,na,3324,Alarm_terrestrial,mob,quiet,fz,Alarm_terrestrial,mob,20,0,0,3324,7,15,20,26,na,4,4,3,4,2,3,2,3,1,1,"giving an alarm to us when we walked up, but froze and went absolutely silent until finding the hawk and mobbing it.","Lots of Info here: I’m fairly certain we were close to a nest or possibly fledglings, but I detected no signs of little ones hopping about or perching secretly. MYHY_M flew about 10m away from the F and was calling infrequently with a unique call that also seemed like an alarm, and it started calling at us in a similar way that the female was when we walked toward it__a rapid low chattering, nearly constant. A THAR msf coincidentally started moving closer to the same direction that the MYHY_M was alarming, but never quite reached the central alarm area. However, the MYHY_F at one point started moving in the opposite direction as the M and elicited reactions from at least two MYLE. ADDITIONAL NOTES VERBATIM: We had (VW/VR) a MYHY_F alarming with high urgency it seemed. It called constantly, MYHY_M was mostly quiet around 4m away, flicking tail, 1m off the ground, and quiet, with its head facing the direction of the female. We fired the hawk and the MHYH_F went silent and froze, but then started alarming again after finding where the hawk landed and mobbed it. MYHY_M flew about 11m away and made unique calls, different from the MYHY_F rapid chatter type. Eventually, 1 MYLE_U began calling with high fast calls that I think are terrestrial alarms, then a second also started (maybe both of the pair, but at the snake event the MYLE_F was quiet, so U). A THAR, MYLO, XIGU, msf came fairly close calling with slight urgency, based on my observations so far this season. [That was in the MYHY_M direction]. Once the MYHY_M was flying around about 11_15m away from the female it started calling with the fast calls, similar to the female, which is when the msf arrived. When I walked back to get veg the MYHY_F started again and maybe a coincidence, but 2 RATU started calling driectly above in the canopy, First, 2 called from above. Then I heard another respond from 200_300m away. Next a group of at least 5 arrived and kept circling the area, landing in the low branches of the canopy and [silently] appeared to make visual searches of the ground. This entire event lasted around 45min.",na,na,na,20230715_145459_HWK_MYHY.wav,na,na,na,na,na,na,0,na
68,230715-145459,na,na,na,na,na,na,na,na,1,na,na,na,na,na,na,1,msf,1,myhy,Myrmelastes hyperythrus,Myrmeciza hyperythra,na,m,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,7,15,20,26,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
69,230715-145459,na,na,na,na,na,na,na,na,1,na,na,na,na,na,na,1,msf,1,xigu,Xiphorhynchus guttatus,Xiphorhynchus guttatus,na,u,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,7,15,20,26,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
70,230715-162200,-12.53909,-69.00436,vw,14,vr,15,na,na,1,na,na,na,na,na,na,1,msf,1,haru,Habia rubica,Habia rubica,na,m,na,c,17,4,5,3,7,2344,na,3322,call,sh,call,dv,call,vs,0,4,4,3333,8,15,18,27,na,4,4,4,2,2,3,2,1,2,2,seemed like a slight increase in call urgency,na,na,na,na,20230715_162200_HWK_HARU.wav,na,na,na,na,na,na,0,na
71,230715-162200,na,na,na,na,na,na,na,na,1,na,na,na,na,na,na,1,msf,1,haru,Habia rubica,Habia rubica,na,f,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8,15,18,27,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
72,230715-162200,na,na,na,na,na,na,na,na,1,na,na,na,na,na,na,1,msf,1,phpy,Philydor pyrrhodes,Philydor pyrrhodes,na,u,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8,15,18,27,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
73,230717-062424,-12.52873,-69.01390,vw,12,vr,13,na,na,1,na,na,na,na,na,na,1,solo,1,foan,Formicarius analis,Formicarius analis,na,u,na,q,11,3,3,0,0,1112,na,1112,quiet,fl,quiet,dv,quiet,flee,0,8,0,1223,7,13,24,40,na,1,3,2,3,2,1,1,2,2,3,"flew away, no sound","the bird flushed into the air briefly, then ran away on the ground out of sight",na,na,na,20230717_062424_hwk_foan_011.wav,na,na,na,na,na,na,0,na
74,230717-074338,-12.531590,-69.012168,vw,6,vr,10,na,na,1,na,na,na,na,na,na,1,solo,1,cyar,Cyphorhinus arada,Cyphorhinus arada,na,u,na,q,16,3,3,2,4,2333,na,2233,sing,glean,quiet,dv,sing,gl,0,14,3,3323,7.5,15.6,12,17,na,3,3,4,3,3,2,3,2,2,3,"Cyphorhinus arada, flew close to me, shot went off, it flew off without sound",na,na,na,na,20230717_074338_hawk_cyar_011.wav,na,na,na,na,na,na,0,na
75,230717-082845,-12.53241,-69.01146,vw,12,vr,12,na,na,1,2nd,na,na,na,na,na,1,msf,1,xigu,Xiphorhynchus guttatus,Xiphorhynchus guttatus,na,u,na,q,15,4,2,5,31,1112,na,1002,quiet,pr,quiet,hd,quiet,dive,10,0,1,2211,6,11,19,31,na,2,1,1,2,3,3,2,1,3,3,"hid on opposite side of trunk for a moment, then it peaked its head out and did a brief VS, then flew off toward the center of the msf","probing at roots of green epiphyte, post dive was around 15 meters",na,na,na,20230717_082845_HWK_XIGU.wav,na,na,na,na,na,na,0,na
76,230717-082845,na,na,na,na,na,na,na,na,1,2nd,na,na,na,na,na,1,msf,1,myax,Myrmotherula axillaris,Myrmotherula axillaris,na,u,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6,11,19,31,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
77,230717-082845,na,na,na,na,na,na,na,na,1,2nd,na,na,na,na,na,1,msf,1,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,na,u,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6,11,19,31,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
78,230717-104725,-12.53375,-69.00472,vw,10,vr,11,na,na,0,2nd,swamp,na,na,na,na,1,solo,1,myle,Myrmoborus leucophrys,Myrmoborus leucophrys,na,m,na,q,17,4,3,1,3,1021,na,3321,quiet,glean,quiet,"fz, VS",quiet,gl,10,0,1,3321,11,15,25,30,na,1,2,4,4,3,3,3,2,1,1,"turned toward crashing leaf sound for a short time [a few seconds], then kept foraging",na,na,na,na,20230717_104725_hwk_myle_001.wav,na,na,na,na,na,na,0,
79,230718-072423,-12.52967,-69.01266,vw,13,vr,10,na,na,1,na,na,na,na,na,na,1,ssf,1,leontocebus weddelli,#N/A,#N/A,na,u,na,a,15,6,4,7,9,2211,na,2231,call,move,alarm,dv,alarm,flee,0,18,28,3223,8,13.4,16.2,30.3,na,2,3,2,3,3,2,1,2,1,2,"The target tamarin was making high pitched calls like the rest of the troup before launching the hawk. Amdist the flight the target changed it’s tone to using a lower pitched and faster series of calls, to which all the other individuals seemed to react. The target was the only one to make the low calls. All of them moved away from the area with haste. The target went toward to group.",na,na,na,na,20230718_072423_hwk_tamarin_111.wav,na,na,na,na,na,na,1,na
80,230718-081348,-12.52967,-69.01266,vw,13,vr,10,na,na,1,na,na,na,na,na,na,1,msf,1,hyma,Hypocnemoides maculicauda,Hypocnemoides maculicauda,na,u,na,q,16,3,4,0,2,2213,na,2213,quiet,ss,quiet,"fz, VS",quiet,ss,10,0,0,2233,4.2,13,17,24,na,2,4,3,3,3,2,1,1,1,2,"Pair of HYMA (Hypocnemoides maculicauda). Had one individual freeze for about 10 seconds and visual search. The other called with some urgency. VS was definitely in direction of the hwk. Interestingly, a real Slate_colored Hawk flew through with no reactions from any birds just before the hwk launch.",na,na,na,na,20230718_081348_HWK_HYMA.wav,na,na,na,na,na,na,0,na
81,230718-081348,na,na,na,na,na,na,na,na,1,na,na,na,na,na,na,1,msf,1,hyma,Hypocnemoides maculicauda,Hypocnemoides maculicauda,na,u,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,4.2,13,17,24,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
82,230718-081348,na,na,na,na,na,na,na,na,1,na,na,na,na,na,na,1,msf,1,myhy,Myrmelastes hyperythrus,Myrmeciza hyperythra,na,f,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,4.2,13,17,24,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
83,230718-081348,na,na,na,na,na,na,na,na,1,na,na,na,na,na,na,1,msf,1,moni,Monasa nigrifrons,Monasa nigrifrons,na,u,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,4.2,13,17,24,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
84,230718-092541,-12.53493,-69.01044,vw,11,vr,13,na,na,1,na,na,na,na,na,na,1,pair,1,mylo,Myrmotherula longipennis,Myrmotherula longipennis,na,f,na,a,17,4,1,4,7,2313,na,1001,call,glean,alarm,mob,alarm,"vs, mob",0,4,5,2231,6,12,18,28,na,4,2,1,1,1,2,3,3,2,2,"Female was with male at first detection, then she flew alone and we launched the hwk. Before calls were only a high descending whine (3 notes, 2 high, 1 low), but at flight there was a unique rapid series of calls, which were lower in frequency. Then the female changed to yet another kind of call that had the typical high notes followed by a raspy lower, seemingly broad frequency spanning notes. Female kept that for around 5 minutes. This seemed to attract the male to come in, but he was silent the whole time, but seemed to do an erratic VS.","The female continued to mob, after she calmed down, because I was curious if some pishing would rile her up again. It definitely did! She continued to mob us as we walked down the trail while we were moving to a new location. It was about 90 meters in total of her following and mobbing. The male kept along with her as well, but made no sounds during that time. Interesting!",na,na,na,20230718_092541_hwk_MYLO_111_f.wav,na,na,na,na,na,20230718_092541_Myrmotherula_longipennis_f_a.wav,1,na
85,230718-092541,na,na,na,na,na,na,na,na,1,na,na,na,na,na,na,1,pair,1,mylo,Myrmotherula longipennis,Myrmotherula longipennis,na,m,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6,12,18,28,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
86,230718-105211,-12.53515,-69.00241,vw,11,vr,12,na,na,0,na,na,na,na,na,na,1,msf,1,haru,Habia rubica,Habia rubica,na,f,na,c,22,6,1,6,8,3433,na,3322,call,glean,call,sh,call,gl,0,8,8,2323,6,15,17,28,na,4,3,2,2,1,2,2,1,1,1,"Pretty much zero reaction, started flying just an instant before the shot, but still was within 1m. It just called as normal, no change in rate, freq, or intensity.",na,na,na,na,na,na,na,na,na,na,na,0,
87,230718-105211,na,na,na,na,na,na,na,na,0,na,na,na,na,na,na,1,msf,1,haru,Habia rubica,Habia rubica,na,m,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6,15,17,28,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,
88,230718-105211,na,na,na,na,na,na,na,na,0,na,na,na,na,na,na,1,msf,1,mylo,Myrmotherula longipennis,Myrmotherula longipennis,na,u,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6,15,17,28,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,
89,230718-131702,-12.53319,-69.99767,vw,10,vr,9,na,na,1,na,na,na,na,na,na,1,msf,1,trme,Trogon melanurus,Trogon melanurus,na,f,na,q,16,5,3,4,13,3243,na,2211,quiet,sit,quiet,vs,quiet,vs,60,4,4,2211,6,17,no,no,na,3,4,4,4,2,1,2,1,1,1,"female just sat still, but moved her head in line with hwk flight and slowly undulated around like owls search. This lasted for about 1min without changing the body orientation. Flew off after 5 min. Flew in silently at first and sat mostly still while we found a place to shoot through the vines.",na,na,na,na,na,na,na,na,na,na,na,0,na
90,230718-131702,na,na,na,na,na,na,na,na,1,na,na,na,na,na,na,1,msf,1,thsy,Thamnomanes schistogynus,Thamnomanes schistogynus,na,m,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6,17,no,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
91,230718-131702,na,na,na,na,na,na,na,na,1,na,na,na,na,na,na,1,msf,1,thsy,Thamnomanes schistogynus,Thamnomanes schistogynus,na,f,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6,17,no,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
92,230718-131702,na,na,na,na,na,na,na,na,1,na,na,na,na,na,na,1,msf,1,xemi,Xenops minutus,Xenops minutus,na,u,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6,17,no,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
93,230719-081034,-12.53011,-69.01237,na,11,na,na,na,na,0,na,na,na,na,na,na,1,pair,1,trco,Trogon collaris,Trogon collaris,na,m,na,q,23,5,1,4,13,2333,na,2110,quiet,"preen, vs",quiet,"preen, vs",quiet,"preen, vs",0,0,4,2110,6,18,25,29,na,4,3,3,2,2,3,2,1,2,2,"arrow made almost no sound from launch to land, and the bird didn’t even VS. It just kept preening, and the female within 3 m did the same. They both alternated preening and VS in a few second intervals, Preen 2 sec, VS 1 sec, etc., before and post launch. Safe to say no reaction.",na,na,na,na,na,na,na,na,na,na,na,0,
94,230719-081034,na,na,na,na,na,na,na,na,0,na,na,na,na,na,na,1,pair,1,trco,Trogon collaris,Trogon collaris,na,f,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6,18,25,29,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,
95,230719-100529,-12.53173,-69.01157,na,12,na,na,na,na,1,2nd,heli,na,na,na,na,1,solo,1,nalo,Nasica longirostris,Nasica longirostris,na,u,na,c,21,8,2,7,12,3232,na,0010,quiet,pr,call,dv,quiet,"vs, hide",0,17,3,3121,7,13,18,37,na,4,3,1,1,2,2,3,2,1,1,Nasica longirostris: Probing Monstera roots on LT. It gave a single loud call and dove down immediately to a tree 17m away and stayed still/VS for about 5 sec before foraging again. Call sounds similar to the one on the Merlin app.,na,na,na,na,na,na,na,na,na,na,na,0,na
96,230719-103206,-12.53206,-69.01163,na,9,na,na,na,na,0,2nd,palm,heli,na,na,na,1,msf,1,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,na,f,na,q,22,3,2,2,4,1122,na,3221,quiet,glean,quiet,forage,quiet,gl,0,0,2,3221,6,12,19,25,na,2,3,2,3,1,2,1,1,1,1,"Not even a VS, or reactions from MYLO M or F, which were also within 2 meters of control",na,na,na,na,na,na,na,na,na,na,na,0,
97,230719-103206,na,na,na,na,na,na,na,na,0,2nd,palm,heli,na,na,na,1,msf,1,mylo,Myrmotherula longipennis,Myrmotherula longipennis,na,f,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6,12,19,25,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,
98,230719-103206,na,na,na,na,na,na,na,na,0,2nd,palm,heli,na,na,na,1,msf,1,mylo,Myrmotherula longipennis,Myrmotherula longipennis,na,m,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6,12,19,25,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,
99,230719-103206,na,na,na,na,na,na,na,na,0,2nd,palm,heli,na,na,na,1,msf,1,phni,Phlegopsis nigromaculata,Phlegopsis nigromaculata,na,u,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6,12,19,25,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,
100,230719-103206,na,na,na,na,na,na,na,na,0,2nd,palm,heli,na,na,na,1,msf,1,xigu,Xiphorhynchus guttatus,Xiphorhynchus guttatus,na,u,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6,12,19,25,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,
101,230719-103206,na,na,na,na,na,na,na,na,0,2nd,palm,heli,na,na,na,1,msf,1,phma,Phaethornis malaris,Phaethornis malaris,na,u,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6,12,19,25,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,
102,230719-103206,na,na,na,na,na,na,na,na,0,2nd,palm,heli,na,na,na,1,msf,1,pher,Philydor erythrocercum,Philydor erythrocercum,na,u,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6,12,19,25,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,
103,230719-110055,-12.532283,-69.011581,na,9,na,na,na,na,1,2,palm,na,na,na,na,1,msf,1,mylo,Myrmotherula longipennis,Myrmotherula longipennis,na,m,na,q,19,5,1,6,10,1012,na,2222,quiet,sh,quiet,dv,quiet,vs,0,18,7,3232,11,15,22,32,na,3,1,1,2,2,3,4,2,1,1,"MYLO_M flew off 18m. Nearby MYME_m was also silent and w/i 1m of flight. THAR_f gave urgent ""alert"" calls of the high type and did a VS. MYLO_M also did VS for short time",na,na,na,na,na,na,na,na,na,na,na,0,na
104,230719-110055,na,na,na,na,na,na,na,na,1,2,palm,na,na,na,na,1,msf,1,myme,Myrmotherula menetriesii,Myrmotherula menetriesii,na,m,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,11,15,22,32,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
105,230719-110055,na,na,na,na,na,na,na,na,1,2,palm,na,na,na,na,1,msf,1,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,na,f,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,11,15,22,32,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
106,230719-110055,na,na,na,na,na,na,na,na,1,2,palm,na,na,na,na,1,msf,1,xigu,Xiphorhynchus guttatus,Xiphorhynchus guttatus,na,u,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,11,15,22,32,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
107,230719-110055,na,na,na,na,na,na,na,na,1,2,palm,na,na,na,na,1,msf,1,mylo,Myrmotherula longipennis,Myrmotherula longipennis,na,f,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,11,15,22,32,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
108,230719-115914,-12.53378,-69.01143,na,12,na,na,na,na,0,2,swamp,na,na,na,na,1,msf,1,myhy,Myrmelastes hyperythrus,Myrmeciza hyperythra,na,m,na,q,18,2,2,0,0,1000,na,1000,quiet,pr,quiet,pr,quiet,pr,0,0,0,1000,9,13,17,30,na,1,1,1,2,3,3,2,1,1,1,"not even a pause in forage behavior or VS of air for all spp listed. All w/i 2_4m of control fly. CALE (Cantorchilus leucotis) 3m, hyma_m_2m, hyma_f 4m, myle_m_2m, myle_m_4m, myhy_m_2m",na,na,na,na,na,na,na,na,na,na,na,0,
109,230719-115914,na,na,na,na,na,na,na,na,0,2,swamp,na,na,na,na,1,msf,1,hyma,Hypocnemoides maculicauda,Hypocnemoides maculicauda,na,m,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,9,13,17,30,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,
110,230719-115914,na,na,na,na,na,na,na,na,0,2,swamp,na,na,na,na,1,msf,1,hyma,Hypocnemoides maculicauda,Hypocnemoides maculicauda,na,f,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,9,13,17,30,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,
111,230719-115914,na,na,na,na,na,na,na,na,0,2,swamp,na,na,na,na,1,msf,1,myle,Myrmoborus leucophrys,Myrmoborus leucophrys,na,m,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,9,13,17,30,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,
112,230719-115914,na,na,na,na,na,na,na,na,0,2,swamp,na,na,na,na,1,msf,1,myle,Myrmoborus leucophrys,Myrmoborus leucophrys,na,f,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,9,13,17,30,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,
113,230719-115914,na,na,na,na,na,na,na,na,0,2,swamp,na,na,na,na,1,msf,1,cale,Cantorchilus leucotis ,Thryothorus leucotis,na,u,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,9,13,17,30,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,
114,230720-061454,-12.52844,-69.01388,na,10,na,na,na,na,1,na,na,na,na,na,na,1,msf,1,myle,Myrmoborus leucophrys,Myrmoborus leucophrys,na,f,na,a,19,3,3,1,28,0111,na,1123,call,vs_pr,alarm,dv,c_a,sit_bc,0,15,2,2332,6,15,18,32,na,1,2,2,3,3,4,3,3,2,1,"BC=broadcast. MYLE_F was on a tree butress in the open, facing the fly direction. Alarmed with rapid high calls and dove into denser vegetation, stopped after a short time, then a pause of quiet and then called with the buzzy short call type from a denser area",na,na,na,na,na,na,na,na,na,na,20230720_061454_Myrmoborus_leucophrys_f_a.wav,1,na
